file_name,effects_overexposure_chronic,effects_overexposure_eyes,effects_overexposure_ingestion,effects_overexposure_inhalation,effects_overexposure_skin,first_aids_chronic,first_aids_eyes,first_aids_ingestion,first_aids_inhalation,first_aids_skin,health_hazards_chronic,health_hazards_eyes,health_hazards_ingestion,health_hazards_inhalation,health_hazards_skin,appearance,conditions_avoid,decomposition_products,eyes_protection,other_precautions,protective_equipment,protective_gloves,respiratory_protection,ventilation,disposal,extinguishing_media,fire_fighting,handling_storage,spill
blmng,,,,,,,"eye:flush affected eyes w/water for at least 15 min.if irrit develops,seek md.skin: remove contam clthg & wipe matl from skin.",,,skin: remove contam clthg & wipe matl from skin.,,,,,skin.,A SEMI-SOLID TO SOLID BLACK COLORED GREASE WITH A FAINT PETROLEUM ODOR.,NONE SPECIFIED BY MANUFACTURER.,"BURNING PRODUCES CO2, CO AND POSSIBLE TRACE AMOUNTS OF SOX AND NOX.",CHEMICAL WORKERS GOGGLES .,ROUTING OPER: USE IN WELL-VENT AREA & WEAR REC PROT CLTHG & EQUIP. AVOID BRTHG MISTS/FUMES GENERATED WHEN THIS MATL IS HEATED/ BURNED. AVOID PRLNGD SKIN CONT. CLEAN/LAUNDER CONTAM SHOES & CLTHG BEFORE REUSE. LABEL ALL UNATTENDED (SEE ING 6),PROT CLTHG.BARRIER CREAMS SPECIFIC FOR PETRO- BASES MATLS MAY BE USED WHEN GLOVES ARE IMPRACTICAL.EYEWASH & RUNNING WATE,PROTECTIVE GLOVES.,RESP PROT MAY BE NECESSARY TO MINIMIZE EXPOS TO MISTS/FUMES. WEAR A NIOSH/MSHA APPRVD PARTICULATE RESP IN SITUATIONS WHERE MIST CONC MAY EXCEED RECOMMENDED EXPOSURE LIMITS. USE NIOSH/MSHA APPRVD SELF- CONTAINED SUPPLIED-AIR RESP FOR EMER.,GENERAL MECH VENT OR LOCAL EXHAUST IS RECOMMENDED TO MAINTAIN MIST/FUME CONCENTRATIONS BELOW RECOMMENDED EXPOS LIMITS.,"DISPOSE OF IN ACCORDANCE WITH FEDERAL, STATE, AND LOCAL REGULATIONS. EMPTY TANKS AND CONTAINERS SHOULD BE COMMERCIALLY CLEANED AND RECONDITIONED BEFORE REUSE.","CO2, DRY CHEMICAL, FOAM, AND WATER SPRAY. WATER SPRAY OR FOAM MAY CAUSE FROTHING.","WEAR NIOSH/MSHA APPRVD SCBA & FULL PROT EQUIP.USE WATER SPRAY TO COOL FIRE-EXPSD CNTNRS,DILUTE & DISPERSE VAPS,PROT PERS & TO FLUSH UNIGNIT MATLS AWAY.","STORE IN CLOSED CONTAINERS IN A COOL, DRY, WELL-VENT AREA AWAY FROM HEAT AND STRONG OXIDIZING AGENTS. PROTECT CONTAINERS FROM PHYSICAL DAMAGE.","WEAR REC PROT CLTHG & EQUIP & PROVIDE ADEQ VENT.DO NOT ALLOW SPILLS TO ENTER SEWERS, STREAMS/SURF WATERS.DIKE & CONTAIN SPILLS.PICK UP LRG SPILLS FOR LATER RECLAMATION & DISP.USE INERT ABSORB TO PICK UP RESIDUE/SM SPILLS & COLLECT FOR LATER DISP."
blmmk,,,,,,,,,,,,,,,,NONE SPECIFIED BY MANUFACTURER.,ELEVATED TEMPERATURES.,BURNING MAY PRODUCE CO2 AND CO.,CHEMICAL WORKERS GOGGLES .,AVOID CONTACT WITH EYES AND PROLONGED CONTACT WITH SKIN OR BREATHING OF SPRAY MIST OR SANDING DUST. CLOSE CONTAINER AFTER EACH USE. KEEP OUT OF REACH OF CHILDREN. DO NOT TAKE INTERNALLY.,CLOTHING ADEQUATE TO PROTECT SKIN.,WATERPROOF DURING REPEATED CONTACT.,USE NIOSH/MSHA APPROVED RESPIRATOR SPECIFIED FOR PROTECTION AGAINST PAINT SPRAY MIST AND SANDING DUST IN RESTRICTED OR CONFINED AREAS.,ADEQUATE TO MAINTAIN WORKING ATMOSPHERE BELOW TLV AND LEL. MECHANICAL EXHAUST MAY BE REQUIRED IN CONFINED AREAS.,"CONVENTIONAL PROCEDURES IN COMPLIANCE WITH LOCAL, STATE AND FEDERAL REGULATIONS. DO NOT INCINERATE SEALED CONTAINERS.","FOAM, CO2, DRY CHEMICAL, WATER FOG.",WEAR NIOSH/MSHA APPROVED SCBA & FULL PROTECTIVE EQUIPMENT . COOL EXPOSED CONTAINERS WITH WATER.,DO NOT THROW OR DROP CONTAINERS.,FLUSH WITH WATER. ABSORB WITH SAWDUST OR RAGS.
blmnp,,,,,,,,,,,chronic: may cause sensitization.,,,,,"WHITE CRYSTALLINE SOLID, POWDER, OR GRANULES.",NONE.,NONE.,CHEMICAL WORKERS GOGGLES .,"DO NOT GET IN EYES, ON SKIN, OR CLTHG. CONTRS, EVEN THOSE THAT HAVE BEEN EMPTIED, WILL RETAIN PROD RESIDUE/VAPS. ALWAYS OBEY HAZ WARNINGS & HNDL EMPTY CONTRS AS IF THEY WERE FULL. WHEN MIXING W/WATER, ALWAYS ADD THIS PROD SLOWLY (SUPP DATA)","WHERE GROSS EYE/SKIN CONT MAY OCCUR, USE/WEAR APPROP PROT CLTHG INCLUDING RUBBER BOOTS W/PANTS ON THE OUTSIDE.",POLYETHYLENE OR RUBBER GLOVES.,"IF USE CONDITIONS GENERATE DUSTS, WEAR A NIOSH/ MSHA APPROVED RESPIRATOR APPROPRIATE FOR THOSE EMMISSION LEVELS.",USE ADEQUATE MECHANICAL (GENERAL &/OR LOCAL) VENTILATION CAPABLE OF MINIMIZING DUST EMMISSIONS AT THE POINT OF USE.,"COMPLY W/ALL APPLIC GOVERNMENTAL REGS ON SPILL REPORTING, HANDLING & DISPOSAL OF WASTE. DISPOSE OF CONTAM PROD & MATLS USED IN CLEAN UP IN A MANNER APPRVD FOR THIS MATL. CONSULT APPROP FEDERAL, STATE, & LOCAL REGULATORY AGENCIES TO (SUPP DATA)","FOAM, ALCOHOL FOAM, CO2, DRY CHEMICAL, WATER FOG.",WEAR NIOSH/MSHA APPROVED SCBA & FULL PROTECTIVE EQUIPMENT . USE WATER SPRAY TO COOL NEARBY CONTAINERS & STRUCTURES EXPOSED TO FIRE.,"STORE IN A DRY, WELL VENT PLACE AWAY FROM INCOMPAT MATLS. KEEP CONTR TIGHTLY CLOSED WHEN NOT IN USE. KEEP DRY AT ALL TIMES. WASH THORO AFTER HNDLG.","SMALL SPILLS: SWEEP UP AND CONTAIN. LARGE SPILL: SHOVEL UP OR SWEEP UP AND CONTAIN. KEEP MATERIAL OUT OF SEWERS, STORE DRAINS, SURFACE WATERS, AND SOIL."
blmnq,,,,,,, flush thoro w/lge qtys of water for a minimum of 15 min.,,,,, moderately irritating.,,,,LIQUID WITH A SLIGHTLY CHARACTERISTIC ODOR.,MATERIAL WILL DARKEN WHEN LEFT TO LIGHT. AVOID HIGH TEMPERATURES. KEEP CONTAINERS CLOSED.,AT HIGH TEMPERATURES TSA MAY GIVE OFF FUMES OF THE SOX TYPE.,CHEM WORK GOG & FULL LENGTH FSHLD.,"WILL PICK UP IRON & DISCOLOR. TOLUENESULFONIC ACID IS A SEVERE EYE, SKIN, & MUCOUS MEMBRANE IRRITANT.",WEAR ACID RESIST PROT CLTHG TO MINIMIZE SKIN CONT. SKIN BARRIER CREAMS MAY BE USED. EMER EYE WASH/DELUGE SHOWER .,ACID RESISTANT GLOVES.,USE A NIOSH/MSHA APPROVED ACID GAS/MECHANICAL BREATHING APPARATUS.,RECOMMENDED WHERE EXPOSURES TO DUST OR VAPOR MAY OCCUR IN ORDER TO MAINTAIN LEVELS OF VAPOR TO A MINIMUM.,"1) POUR ONTO EXCESS SODIUM BICARBONATE. MIX/SCOOP INTO A BUCKET. DUMP INTO A 55-GAL DRUM & FILL W/WATER. AFTER 24 HRS, SLOWLY POUR INTO A SUITABLE DRAIN W/A LARGE EXCESS OF WATER. 2) DISSOLVE/MIX THE MATL W/A COMBUST SOLV & BURN IN AN EPA (SUPP DATA)","FOAM, CO2, WATER FOG.","KEEP UNNECESSARY PEOPLE AWAY, ISOLATE HAZARD AREA & DENY ENTRY. STAY UPWIND; KEEP OUT OF LOW AREAS. WEAR NIOSH/MSHA APPROVED SCBA & FULL PROT EQUIPMENT .",STORE IN CONTRS W/POLYETHYLENE LINERS. THE LINERS SHLD BE SEALED. THIS PROD SHLD NOT BE STORED AT HIGH TEMPS FOR LONG PERIOS OF TIME IN MILD STEEL.,"DO NOT TOUCH SPILLED MATL. STOP LEAK IF YOU CAN DO SO W/O RISK. SMALL SPILLS: TAKE UP W/SAND OR OTHER NON-COMBUST ABSORB MATL & PLACE INTO CONTRS FOR LATER DISPOSAL. SMALL DRY SPILLS: W/ CLEAN SHOVEL, PLACE MATL INTO CLEAN, DRY CONTR & (SUPP DATA)"
blmmj,,,,,,,,,,,,,,,,NONE SPECIFIED BY MANUFACTURER.,ELEVATED TEMPERATURES.,BURNING MAY PRODUCE CO2 AND CO.,CHEMICAL WORKERS GOGGLES .,AVOID CONTACT WITH EYES AND PROLONGED CONTACT WITH SKIN OR BREATHING OF SPRAY MIST OR SANDING DUST. CLOSE CONTAINER AFTER EACH USE. KEEP OUT OF REACH OF CHILDREN. DO NOT TAKE INTERNALLY.,CLOTHING ADEQUATE TO PROTECT SKIN.,WATERPROOF DURING REPEATED CONTACT.,USE NIOSH/MSHA APPROVED RESPIRATOR SPECIFIED FOR PROTECTION AGAINST PAINT SPRAY MIST AND SANDING DUST IN RESTRICTED OR CONFINED AREAS.,ADEQUATE TO MAINTAIN WORKING ATMOSPHERE BELOW TLV AND LEL. MECHANICAL EXHAUST MAY BE REQUIRED IN CONFINED AREA.,"CONVENTIONAL PROCEDURES IN COMPLIANCE WITH LOCAL, STATE AND FEDERAL REGULATIONS. DO NOT INCINERATE SEALED CONTAINERS.","FOAM, CO2, DRY CHEMICAL, WATER FOG.",WEAR NIOSH/MSHA APPROVED SCBA & FULL PROTECTIVE EQUIPMENT . COOL EXPOSED CONTAINERS WITH WATER.,DO NOT THROW OR DROP CONTAINERS.,FLUSH WITH WATER. ABSORB WITH SAWDUST OR RAGS.
blmln,,,,,,,,,,,,,,inhalation.,,COLORLESS LIQUID. STRONG SOLVENT ODOUR.,NONE SPECIFIED BY MANUFACTURER.,NONE SPECIFIED BY MANUFACTURER.,CHEMICAL WORKERS GOGGLES .,NONE SPECIFIED BY MANUFACTURER.,NONE SPECIFIED BY MANUFACTURER.,IMPERVIOUS GLOVES .,NIOSH/MSHA APPROVED RESPRIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN .,NONE SPECIFIED BY MANUFACTURER.,"IF FLASH POINT BELOW 21C, DISPOSE IN ACCORDANCE WITH CONTROL OF POLLUTION (SPECIAL WASTE) REGULATIONS: 1980.",DRY POWDER OR FOAM.,WEAR NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN .,TAKE PRECUATIONARY MEASURES AGAINST STATIC DISCHARGES.,REMOVE WITH INERT ABSORBENT IN LIDDED METAL CONTAINER. VENTILATE AREA THOROUGHLY AND KEEP SOURCES OF IGNITION AWAY.
blmnf,,,,,,,"eye:flush affected eyes w/water for at least 15 min.if irrit develops,seek md.skin: remove contam clthg & wipe matl from skin.thoro wash w/soap & water.use waterless skin cleanser,if nec.if irrit develops & persists,seek md.inhal: move away from source of expos to mists/fumes & in fresh (supp data",,,"skin: remove contam clthg & wipe matl from skin.thoro wash w/soap & water.use waterless skin cleanser,if nec.if irrit develops & persists,seek md.inhal: move away from source of expos to mists/fumes & in fresh (supp data",,,,,skin.,A SEMI-SOLID TO SOLID BLACK COLORED GREASE WITH A FAINT PETROLEUM ODOR.,NONE SPECIFIED BY MANUFACTURER.,"BURNING PRODUCES CO2, CO & POSSIBLE TRACE AMTS OF SOX AND NOX.",CHEMICAL WORKERS GOGGLES .,ROUTINE OPER:USE IN WELL VENT AREA & WEAR REC PROT CLTHG & EQUIP. AVOID BRTHG MISTS/FUMES GENERATED WHEN MATL IS HEATED/ BURNED. AVOID PRLNGD SKIN CONT. CLEAN/LAUNDER CONTAM SHOES & CLTHG BEFORE REUSE . LABEL ALL UNATTENDED CNTNRS.(SEE ING 6,"PROT CLTHG.BARRIER CREAMS SPECIFIC FOR PETRO- BASED MATLS MAY BE USED WHEN GLOVES ARE IMPRACTICAL.EYEWASH, RUNNING WATER",PROTECTIVE GLOVES.,RESP PROT MAY BE NEC TO MINIMIZE EXPOS TO MISTS/ FUMES. WEAR A NIOSH/MSHA APPRVD PARTICULATE RESP IN SITUATIONS WHERE MIST CONC MAY EXCEED RECOMMENDED EXPOS LIMITS. USE NIOSH/MSHA APPROVED SELF CONTAI NED SUPPLIED-AIR RESP FOR EMERGENCIES.,GENERAL MECH VENTILATION OR LOCAL EXHAUST IS RECOMMENDED TO MAINTAIN MIST/FUME CONC BELOW RECOMMENDED EXPOS LIMITS.,"DISPOSE OF IN ACCORDANCE WITH FEDERAL, STATE AND LOCAL REGULATIONS. EMPTY TANKS & CONTAINERS SHOULD BE COMMERCIALLY CLEANED AND RECONDITIONED BEFORE REUSE.","CO2, DRY CHEMICAL, FOAM, AND WATER SPRAY. WATER SPRAY OR FOAM MAY CAUSE FROTHING.","WEAR NIOSH/MSHA APPRVD SCBA & FULL PROT EQUIP .USE WATER SPRAY TO COOL FIRE-EXPSD CNTNRS,DILUTE & DISPERSE VAPS,PROT PERS & TO FLUSH UNIGNIT MATL AWAY.","STORE IN CLOSED CNTNRS IN A COOL, DRY, WELL- VENT AREA AWAY FROM HEAT AND STRONG OXIDIZING AGENTS. PROTECT CONTAINERS FROM PHYSICAL DAMAGE.","WEAR REC PROT CLTHG & EQUIP & PROVIDE ADEQ VENT.DO NOT ALLOW SPILLS TO ENTER SEWERS,STREAMS/SURF WATERS.DIKE & CONTAIN SPILLS,PICK UP LRG SPILLS FOR LATER RECLAMATION & DISP.USE AN INERT ABSORB TO PIC K UP RESIDUE/SM SPILLS & COLLECT FOR LATER DISP."
blmly,,,,,,,,,, wash exposed areas thoroughly.,,,,,,"WHITE CRYSTALS, ODORLESS.",NONE SPECIFIED BY MANUFACTURER.,EVOLVES TOXIC NITROGEN OXIDE FUMES UNDER FIRE CONDITIONS.,NORMALLY NOT NECESSARY.,NONE SPECIFIED BY MANUFACTURER.,NONE SPECIFIED BY MANUFACTURER.,RUBBER OR PLASTIC GLOVES.,NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN .,MECHANICAL (GENERAL) VENTILATION.,"DISSOLVE IN WATER AND RELEASE TO STREAMS BY CONTROLLED FLOW. ALL POLLUTION REGULATIONS MUST BE OBSERVED. DISPOSAL MUST BE IN ACCORDANCE WITH FEDERAL, STATE, AND LOCAL REGULATIONS .",MEDIA SUITABLE FOR SURROUNDING FIRE .,"WEAR NIOSH/MSHA APPROVED SCBA & FULL PROTECTIVE EQUIPMENT , TO AVOID TOXIC NITROGEN OXIDES FUMES.","STORE IN A COOL DRY PLACE. SEPARATE FROM COMBUSTIBLE, ORGANIC, OR OTHER READILY OXIDIZING MATERIAL.",SWEEP UP AND RETURN TO CONTAINER.
blmbr,,,,,,," immediately flush eyes w/potable water for a minium of 15 minutes, seek assistance from md .",,,,,,,,skin irritation and inflammation.,AMBER COLORED LIQUID.,EXTREME HEAT AND OPEN FLAME.,BURNING OR EXCESSIVE HEATING MAY PRODUCE CARBON MONOXIDE AND OTHER HARMFUL SUBSTANCES.,CHEMICAL WORKERS GOGGLES .,FOR INDUSTRY USE ONLY.,NONE,RUBBER GLOVES.,NONE NORMALLY NEEDED. NIOSH/MSHA APPROVED RESPIRATOR FOR EXPOSURE OF CONCERN ,GENERAL,"DISPOSE OF IN ACCORDANCE WITH FEDERAL, STATE, AND LOCAL REGULATIONS.","DRY CHEMICAL, CARBON DIOXIDE, FOAM, WATER FOG.",WATER-SPRAY MUST BE USED WITH CAUTION TO PREVENT SPREAD OF FLAMES. WEAR NIOSH/MSHA APPROVED SCBA AND FULL PROTECTIVE EQUIPMENT.,DO NOT STORE ABOVE 120F. KEEP CONTAINERS CLOSED AND UPRIGHT.,"CONTAIN SPILL, ABSORB WITH INERT ABSORBANT. COLLECT FOR DISPOSAL."
blmvw,,eyes may result in superficial transient effects similar to other household detergents.,,,skin contact or instillation into the eyes may result in superficial transient effects similar to other household detergents.,, flush thoroughly with water for at least 15 min.,,,,,eye irritant.,,,skin and eye irritant.,OPAQUE GREEN LIQUID; CEDAR PINE ODOR.,NONE,CHLORINE GAS,CHEMICAL WORKERS GOGGLES .,NONE,NONE REQUIRED.,NONE REQUIRED WITH NORMAL USE.,NONE REQUIRED WITH NORMAL USE. NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN .,LOCAL EXHAUST: USE WITH ADEQUATE VENTILATION IN ENCLOSED AREAS. MECHANICAL (GENERAL) ACCEPTABLE.,"PRODUCT CONTAINS BIODEGRADABLE SURFACTANT. IF PERMITTED, FLUSH DOWN SEWER DRAIN WITH LARGE EXCESS OF WATER OR DISPOSE OF AT LANDFILL. DISPOSAL IS TO BE PERFORMED IN COMPLIANCE WITH ALL FEDERAL, STATE AND LOCAL REGULATIONS.","USE CO*2, WATER OR DRY CHEMICAL.",NONE REQUIRED. WEAR NIOSH/MSHA APPROVED SCBA AND FULL PROTECTIVE EQUIPMENT .,AVOID EXCESSIVE HEAT (OVER 110 F) WHEN STORING TO PREVENT LOSS OF BLEACHING/GERMICIDAL ACTION.,SWEEP UP AND DISPOSE OR FLUSH WITH LARGE EXCESS OF WATER.
blmws,,eye irritation/corneal injury.,,,,,eyes:immediately flush with water for at least 5 minutes holding eyelids open.mechanical effects only.skin/ingestion:no adverse effects anticipated.n ote to physician:no specific antidote.supportive care.treatment based on judgment of the physician in response to reactions of the patient.,ingestion:no adverse effects anticipated.n ote to physician:no specific antidote.supportive care.treatment based on judgment of the physician in response to reactions of the patient.,remove to fresh air.consult a physician.eyes:immediately flush with water for at least 5 minutes holding eyelids open.mechanical effects only.skin/ingestion:no adverse effects anticipated.n ote to physician:no specific antidote.supportive care.treatment based on judgment of the physician in response to reactions of the patient.,skin/ingestion:no adverse effects anticipated.n ote to physician:no specific antidote.supportive care.treatment based on judgment of the physician in response to reactions of the patient.,,eye:solid/dust may cause irritation/corneal injury.skin:non-irritating.mechanical injury only.inhalation:dust/vapors may cause irritation of upper respiratory tract.ingestion:may cause choking.c hronic-none,ingestion:may cause choking.c hronic-none,inhalation:dust/vapors may cause irritation of upper respiratory tract.ingestion:may cause choking.c hronic-none,skin:non-irritating.mechanical injury only.inhalation:dust/vapors may cause irritation of upper respiratory tract.ingestion:may cause choking.c hronic-none,CELLULAR SOLID PLASTIC FOAM WITH NO ODOR,FIRE AND TEMPERATURES ABOVE 625F(329C),CARBON MONOXIDE AND OTHER TOXIC SUBSTANCES,SAFETY GLASSES,LARGE QUANTITIES OF THIS PRODUCT CAN CAUSE CORROSION OF HEATERS AND EVENTUALLY CREATE HOLES IN THE COMBUSTION CHAMBER LEADING TO THE RELEASE OF COMBUSTION GASES AND CARBON MONOXIDE. THIS PRODUCT IS CO MBUSTIBLE AND CAN BURN RAPIDLY.,"EYE WASH STATION, SAFETY SHOWER, WORK CLOTHING",NOT NEEDED.RUBBER/PLASTIC MAY BE USED.,NO RESPIRATORY PROTECTION SHOULD BE NEEDED.,GOOD GENERAL VENTILATION. LOCAL EXHAUST VENTILATION MAY BE NECESSARY FOR SOME OPERATIONS SUCH AS HOT-WIRE CUTTING.,"REUSE OR BURY IN AN APPROVED LANDFILL. DISPOSAL MUST BE MADE IN ACCORDANCE WITH ALL APPLICABLE FEDERAL, STATE AND LOCAL LAWS AND REGULATIONS.",USE WATER FOG.,WEAR FIRE FIGHTING PROTECTIVE EQUIPMENT AND A FULL FACED SELF CONTAINED BREATHING APPARATUS OPERATED IN POSITIVE PRESSURE. COOL FIRE EXPOSED CONTAINERS WITH H2O,"STORAGE-STORE IN A COOL AREA AWAY FROM EXCESSIVE HEAT,FLAME/SOURCES OF IGNITION.",PICK UP AND HANDLE AS ANY OTHER INERT MATERIAL.
blmth,,"eye and skin irritation, headache, nausea, dizziness, confusion and irritability",,,"skin irritation, headache, nausea, dizziness, confusion and irritability",,,,,skin:remove contaminated clothing.,,eye & skin:primary irritation.,,,skin:primary irritation.,RED LIQUID,HIGH TEMPERATURES AND OPEN FLAMES,"NORMAL PRODUCTS OF INCOMPLETE COMBUSTION., SUCH AS OXIDES OF CARBON.",CHEMICAL SPLASH GOGGLES,METAL CONTAINERS SHOULD BE GROUNDED WHEN TRASFERRING MATERIAL FROM ONE CONTAINER TO ANOTHER. DO NOT REUSE PRODUCT CONTAINER FOR ANY PURPOSE.,EYE WASH STATION & SAFETY SHOWER. WEAR INDUSTRIAL TYPE WORK CLOTHING AND RUBBER APRON AS REQUIRED.,RUBBER,"IN OUTDOOR OR OPEN AREAS USE BUREAU OF MINES APPROVED MECHANICAL FILTER RESPIRATOR TO REMOVE SOLID AIRBORNE PARTICLES OF OVER SPRAY. INDOORS, WHERE VENTILATION IS INADEQUATE, USE SELF CONTAINED RESPI RATORS.",LOCAL AND MECHANICAL(GENERAL) ARE BOTH RECOMMENDED.,"INCINERATE OR DISPOSE OF IN ACCORDANCE WITH ALL APPLICABLE LOCAL, STATE AND FEDERAL LAWS AND REGULATIONS CONCERNING HEALTH AND POLLUTION.","CARBON DIOXIDE, FOAM, OR DRY CHEMICAL. WATER MAY BE INEFFECTIVE. BUT IT CAN BE USED TO COOL CONTAINERS EXPOSED TO FIRE.",FIRE FIGHTERS SHOULD USE NIOSH APPROVED SELF-CONTAINED BREATHING APPARATUS.,"STORE AWAY FROM HEAT, SPARKS, AND OPEN FLAME. KEEP CONTAINERS TIGHTLY CLOSED AND STORE IN A STANDARD FLAMMABLE LIQUID STOREROOM OR CABINET.",USE ABSORBENT MATERIAL TO COLLECT AND CONTAIN FOR SALVAGE OR DISPOSAL. REMOVE ALL SOURCES OF IGNITION AND WEAR PROPER PROTECTION EQUIPMENT. VENTILATE ENCLOSED SPACES.
blmwd,," corrosive, causes severe injury.",,,,, flush thoroughly with water for at least 15 min.,,,,chronic: none known from available information.,,,,,2 COMPONENTS:COLORLESS FLUID & LIQ SALTS;TURNS YELLOW WHEN ACTIVATED.(SUPP DATA,NONE,NONE.,CHEM WORK GOG & FULL LENGTH FSHLD.,NONE SPECIFIED BY MANUFACTURER.,EMERGENCY: PROTECTIVE CLOTHING AND RUBBER BOOTS. EMERGENCY EYE WASH AND DELUGE SHOWER .,IMPERVIOUS GLOVES.,"NONE REQUIRED. EMERGENCY: NIOSH/MSHA APPROVED ORGANIC VAPOR CARTRIDGE, CANISTER MASK.",PROD SHOULD BE USED IN A COVERED CNTNR. USE W/STANDARD ROOM VENT (AIR CNDTN); NATURAL DRAFT. EMERGENCY: ENHANCED VENT.,"TRIPLE RINSE EMPTY CONTAINER WITH WATER AND DISPOSE IN AN INCINERATOR OR LANDIFLL APPROVED FOR PESTICIDE CONTAINERS. DISCARD SOLUTION WITH LARGE QUANTITIES OF WATER. DISPOSAL MUST BE IN ACCORDANCE WIT H FEDERAL, STATE AND LOCAL REGULATIONS .","IF H*2O IS EVAPORATED, MATL CAN BURN. SML FIRES: CO*2/DRY CHEM. LRG FIRES: FOAM (ALCOHOL, POLYMER/ORDINARY) OR H*2O FOG.",NIOSH/MSHA APPROVED SCBA AND FULL PROTECTIVE EQUIPMENT SHOULD BE AVAILABLE TO FIREMEN.,USE NORMAL STORAGE AND HANDLING REQUIREMENTS.,"FOR LARGE SPILLS, USE AMMONIUM CARBONATE TO ""NEUTRALIZE"" GLUTARALDEHYDE ODOR. COLLECT LIQUID & DISCARD IT. FOR SMALL SPILLS, WIPE WITH SPONGE OR MOP DOWN AREA WITH AN EQUAL MIXTURE OF HOUSEHOLD AMMONI A & WATER. FLUSH WITH LARGE QUANTITIEESOF H*2O."
blmzt,,,,,,,,, move to fresh air.,,,eyes/nose/throat.,,,,ORANGE LIQUID WITH SOLVENT ODOR.,"HIGH TEMPERATURES, SPARKS, OR OPEN FLAMES.","BY HIGH HEAT/TEMPERATURE: CARBON MONOXIDE, CARBON DIOXIDE, AND OXIDES OF NITROGEN.",SPLASH GUARD/SIDE SHIELDS/CHEM GOGGLES,KEEP CNTNRS CLOSED TIGHT/UPRIGHT (PREVENT LEAKAGE). NO PROLONGED BREATHING--VAPORS/SPRAY MISTS. NO CONTACT W/SKIN/EYES. DON'T TAKE INTERNALLY. DON'T HANDLE UNTIL THE SAFETY PRECAUTIONS HAVE BEEN READ/ UNDERSTOOD. SMOKE ONLY IN SMOKING AREAS.,FACE SHIELDS. THE USE OF LONG SLEEVE AND LONG LEG CLOTHING IS RECOMMENDED.,"COTTON, NEOPRENE, RUBBER, POLYETHYLENE","RSPRTR RECOMM/APPROVED FOR ORGANIC VAPOR ENVIRON (AIR PURIFYING/FRESH AIR SUPP)--NECESSARY. OBSERVE OSHA REGS (RSPRTR USE). PROVIDE VENT TO KEEP EXPOS LEVELS BELOW OSHA LIMITS. IF < TLV, OTHER NIOSH/M SHA APPROVED RSPRTR MAY BE USED.",EXHAUST VENT SUFFICIENT TO KEEP AIRBORNE CONC (MIST/VAPOR) BELOW TLV'S MUST BE USED. REMOVE ALL IGNITION SOURCE.,"WASTE MUST BE DISPOSED IN ACCORD W/FEDERAL, STATE & LOCAL ENVIRONMENTAL CONTROL REGULATIONS. EMPTY CONTAINERS MUST BE HANDLED W/CARE (PRODUCT RESIDUE/FLAMMABLE VAPOR). DON'T INCINERATE CLOSED CNTNRS. EPA HAZARDOUS WASTE #: D001, F003, F005.","FOAM, ALCOHOL FOAM, CO2, DRY CHEMICAL, WATER FOG.",FULL FIRE FIGHTING EQUIP W/SCBA & FULL PROTECTIVE CLOTHING SHOULD BE WORN. WATER USED TO COOL CLOSED CONTAINERS/PREVENT PRESSURE BUILD-UP/AUTO IGNIT/EXPLOSION.,"STORE IN BLDG IN COMPLIANCE W/OSHA 1910.106. AVOID HIGH TEMP, IGNITION SOURCES. STORE IN TIGHTLY CLOSED CONTAINERS. STORE IN WELL VENT AREAS.","EVACUATE ALL NON-ESSENTIAL PERSONNEL. REMOVE ALL SOURCES OF IGNITION (FLAME, SPARK SOURCES, HOT SURFACES). VENTILATE AREA. CONTAIN AND REMOVE WITH INERT ABSORBENT AND NON-SPARKING TOOLS."
